Restaurant ID,Restaurant Name,Location,Cuisine,Average Cost (per person),Rating,Votes,Sales (₹),Online Order
R105693,Restaurant_5693,Bangalore,Continental,1310,4.8,65,1192017,No
R105694,Restaurant_5694,Jaipur,Mughlai,1203,2.5,4661,825229,Yes
R105695,Restaurant_5695,Chennai,Mughlai,295,3.5,2832,929252,No
R105696,Restaurant_5696,Bangalore,Italian,652,4.5,1873,272369,No
R105697,Restaurant_5697,Chennai,North Indian,948,3.0,4973,745381,Yes
R105698,Restaurant_5698,Lucknow,Fast Food,1117,4.5,60,1677148,Yes
R105699,Restaurant_5699,Hyderabad,Chinese,1364,4.6,328,995426,No
R105700,Restaurant_5700,Ahmedabad,Continental,620,4.3,2992,1332464,Yes
R105701,Restaurant_5701,Chennai,Italian,839,3.0,4478,1083339,No
R105702,Restaurant_5702,Lucknow,South Indian,150,3.2,2841,1521333,Yes
R105703,Restaurant_5703,Ahmedabad,Mughlai,259,2.9,2135,1036160,No
R105704,Restaurant_5704,Jaipur,Continental,1043,3.0,1156,1967954,Yes
R105705,Restaurant_5705,Hyderabad,Mughlai,1237,2.6,81,1390325,No
R105706,Restaurant_5706,Pune,Thai,905,4.6,3175,244300,Yes
R105707,Restaurant_5707,Mumbai,Italian,202,3.8,786,1677858,Yes
R105708,Restaurant_5708,Kolkata,Continental,411,3.3,1898,732566,Yes
R105709,Restaurant_5709,Ahmedabad,Thai,1475,3.2,3082,95326,Yes
R105710,Restaurant_5710,Pune,Japanese,1035,3.9,3658,219509,Yes
R105711,Restaurant_5711,Pune,Italian,383,3.3,4190,565224,Yes
R105712,Restaurant_5712,Ahmedabad,Continental,222,4.7,2727,303244,No
R105713,Restaurant_5713,Pune,Continental,1100,3.0,343,1305381,Yes
R105714,Restaurant_5714,Chennai,Mexican,633,4.7,3246,546342,Yes
R105715,Restaurant_5715,Pune,Italian,1179,4.2,1621,1975553,Yes
R105716,Restaurant_5716,Lucknow,Italian,1026,4.9,3098,1684825,No
R105717,Restaurant_5717,Bangalore,Mughlai,1008,2.5,2989,1621427,Yes
R105718,Restaurant_5718,Chennai,Continental,286,2.6,4312,913076,Yes
R105719,Restaurant_5719,Pune,Fast Food,928,3.8,318,1064705,Yes
R105720,Restaurant_5720,Jaipur,Fast Food,777,4.8,1197,979658,No
R105721,Restaurant_5721,Mumbai,Fast Food,704,4.3,3392,1486137,Yes
R105722,Restaurant_5722,Hyderabad,Japanese,892,4.1,929,1521273,Yes
R105723,Restaurant_5723,Pune,Continental,719,2.6,108,671289,No
R105724,Restaurant_5724,Delhi,Continental,1379,3.4,2547,1476630,Yes
R105725,Restaurant_5725,Mumbai,Thai,559,3.4,3941,1914115,No
R105726,Restaurant_5726,Jaipur,Mexican,1209,3.9,266,1064445,Yes
R105727,Restaurant_5727,Lucknow,Italian,379,3.1,4389,1141800,Yes
R105728,Restaurant_5728,Pune,Mughlai,1400,3.2,4662,1894733,Yes
R105729,Restaurant_5729,Lucknow,Mexican,411,4.1,2361,1973111,No
R105730,Restaurant_5730,Pune,Thai,1304,4.9,783,1938953,Yes
R105731,Restaurant_5731,Kolkata,Continental,1041,4.2,2552,1579320,Yes
R105732,Restaurant_5732,Bangalore,Chinese,597,4.2,4689,1402471,Yes
R105733,Restaurant_5733,Lucknow,Italian,335,5.0,2471,549268,Yes
R105734,Restaurant_5734,Bangalore,Japanese,1359,2.9,3427,1046600,Yes
R105735,Restaurant_5735,Mumbai,Fast Food,1447,2.6,423,536484,No
R105736,Restaurant_5736,Kolkata,Japanese,501,4.4,161,1703415,Yes
R105737,Restaurant_5737,Hyderabad,Continental,1324,3.6,2590,269539,Yes
R105738,Restaurant_5738,Chennai,Thai,533,3.6,343,1189740,Yes
R105739,Restaurant_5739,Bangalore,Chinese,1209,3.1,2519,1936714,Yes
R105740,Restaurant_5740,Kolkata,South Indian,475,3.8,2248,192867,No
R105741,Restaurant_5741,Bangalore,Fast Food,614,3.6,3318,1034721,Yes
R105742,Restaurant_5742,Ahmedabad,Mughlai,615,3.4,217,666707,No
R105743,Restaurant_5743,Jaipur,Continental,1268,3.6,3203,53722,No
R105744,Restaurant_5744,Hyderabad,North Indian,1307,3.5,119,1650766,No
R105745,Restaurant_5745,Jaipur,Chinese,311,4.8,1475,969540,Yes
R105746,Restaurant_5746,Pune,Chinese,705,5.0,2622,565007,No
R105747,Restaurant_5747,Bangalore,Italian,449,4.6,1704,1363877,No
R105748,Restaurant_5748,Pune,Japanese,505,5.0,2309,1524099,Yes
R105749,Restaurant_5749,Delhi,Fast Food,1413,3.2,151,377466,Yes
R105750,Restaurant_5750,Bangalore,Continental,713,4.6,1781,1110493,Yes
R105751,Restaurant_5751,Kolkata,North Indian,942,3.5,1411,1092348,No
R105752,Restaurant_5752,Hyderabad,Fast Food,1172,4.4,382,879851,Yes
R105753,Restaurant_5753,Pune,Thai,735,3.0,2302,57555,Yes
R105754,Restaurant_5754,Bangalore,North Indian,899,4.5,4374,991455,Yes
R105755,Restaurant_5755,Delhi,Mexican,1340,2.7,3310,1074421,Yes
R105756,Restaurant_5756,Jaipur,Mexican,289,3.2,1172,1541902,Yes
R105757,Restaurant_5757,Kolkata,Chinese,1312,4.6,2007,1916390,No
R105758,Restaurant_5758,Ahmedabad,Thai,384,4.4,2009,1988764,Yes
R105759,Restaurant_5759,Bangalore,Mexican,1176,3.8,509,1638214,No
R105760,Restaurant_5760,Ahmedabad,Chinese,405,4.2,1267,1571299,Yes
R105761,Restaurant_5761,Mumbai,Japanese,520,3.0,980,178452,No
R105762,Restaurant_5762,Hyderabad,Continental,427,4.2,360,1321806,Yes
R105763,Restaurant_5763,Bangalore,Chinese,665,2.5,2939,697762,Yes
R105764,Restaurant_5764,Lucknow,Continental,1053,4.6,1808,538596,No
R105765,Restaurant_5765,Delhi,Thai,1385,3.8,4391,101369,No
R105766,Restaurant_5766,Pune,Italian,1389,4.9,521,1878164,Yes
R105767,Restaurant_5767,Lucknow,Fast Food,419,3.7,4467,1838685,Yes
R105768,Restaurant_5768,Mumbai,Chinese,625,3.6,4286,902195,Yes
R105769,Restaurant_5769,Hyderabad,Chinese,1077,3.6,3230,1155221,No
R105770,Restaurant_5770,Jaipur,Continental,213,3.4,2410,721748,Yes
R105771,Restaurant_5771,Kolkata,Mexican,609,2.9,1194,885735,Yes
R105772,Restaurant_5772,Ahmedabad,Mexican,1189,4.6,148,764972,Yes
R105773,Restaurant_5773,Mumbai,Chinese,713,3.5,3699,454737,Yes
R105774,Restaurant_5774,Pune,Mexican,1192,3.8,543,1199957,Yes
R105775,Restaurant_5775,Kolkata,Mexican,1498,2.5,2207,1809521,Yes
R105776,Restaurant_5776,Jaipur,Chinese,1057,2.7,4629,344091,Yes
R105777,Restaurant_5777,Pune,Japanese,242,4.0,2227,1191013,Yes
R105778,Restaurant_5778,Delhi,Japanese,922,4.7,1473,1692371,No
R105779,Restaurant_5779,Ahmedabad,South Indian,959,3.7,4985,1492796,Yes
R105780,Restaurant_5780,Lucknow,Japanese,1190,2.9,555,898752,Yes
R105781,Restaurant_5781,Bangalore,South Indian,989,2.8,4355,1613781,Yes
R105782,Restaurant_5782,Mumbai,Thai,637,4.7,410,320146,Yes
R105783,Restaurant_5783,Bangalore,Mughlai,1267,4.3,203,938396,No
R105784,Restaurant_5784,Kolkata,Fast Food,1183,4.9,582,1095462,Yes
R105785,Restaurant_5785,Bangalore,Mughlai,898,2.7,2061,1058610,Yes
R105786,Restaurant_5786,Lucknow,Mexican,677,4.8,2407,941225,Yes
R105787,Restaurant_5787,Chennai,North Indian,1317,4.6,2833,458691,No
R105788,Restaurant_5788,Kolkata,Mexican,703,4.7,2019,1157656,Yes
R105789,Restaurant_5789,Ahmedabad,Chinese,664,2.5,2397,1075622,Yes
R105790,Restaurant_5790,Pune,Chinese,526,4.4,4486,1412499,No
R105791,Restaurant_5791,Ahmedabad,Fast Food,633,3.9,684,1092337,Yes
R105792,Restaurant_5792,Bangalore,Italian,601,3.9,2651,578996,Yes
R105793,Restaurant_5793,Hyderabad,Italian,936,3.7,1242,1432343,No
R105794,Restaurant_5794,Kolkata,Italian,1248,4.4,4565,1973745,Yes
R105795,Restaurant_5795,Pune,Japanese,1213,5.0,786,203912,Yes
R105796,Restaurant_5796,Jaipur,Thai,451,4.3,2486,1405172,Yes
R105797,Restaurant_5797,Delhi,Mexican,1235,4.2,1258,592597,Yes
R105798,Restaurant_5798,Ahmedabad,Chinese,1148,4.1,2108,186774,Yes
R105799,Restaurant_5799,Ahmedabad,North Indian,1418,4.2,657,1844220,Yes
R105800,Restaurant_5800,Kolkata,North Indian,167,3.4,3115,1222648,Yes
R105801,Restaurant_5801,Hyderabad,North Indian,547,3.3,3799,976822,Yes
R105802,Restaurant_5802,Bangalore,Italian,1156,4.5,4376,1426483,Yes
R105803,Restaurant_5803,Bangalore,Fast Food,743,2.6,2087,925652,No
R105804,Restaurant_5804,Kolkata,Italian,338,4.4,2235,479627,No
R105805,Restaurant_5805,Ahmedabad,Chinese,253,4.5,1046,142098,Yes
R105806,Restaurant_5806,Pune,Mexican,182,3.8,2628,184800,Yes
R105807,Restaurant_5807,Delhi,Mexican,898,4.8,1229,1828898,No
R105808,Restaurant_5808,Kolkata,Fast Food,523,3.7,4752,415676,Yes
R105809,Restaurant_5809,Pune,Thai,1351,2.9,1970,1817616,Yes
R105810,Restaurant_5810,Pune,Japanese,1185,3.4,3281,1015988,Yes
R105811,Restaurant_5811,Jaipur,North Indian,890,4.8,1382,455174,No
R105812,Restaurant_5812,Lucknow,Mexican,1039,5.0,2794,824664,Yes
R105813,Restaurant_5813,Chennai,Fast Food,605,3.6,2310,332243,Yes
R105814,Restaurant_5814,Delhi,North Indian,398,2.9,3548,644345,Yes
R105815,Restaurant_5815,Mumbai,Italian,597,3.2,3463,1182617,Yes
R105816,Restaurant_5816,Hyderabad,Continental,1167,3.9,255,466863,Yes
R105817,Restaurant_5817,Chennai,Mughlai,1129,3.9,1859,1672358,Yes
R105818,Restaurant_5818,Jaipur,Mexican,1177,4.1,949,1848514,Yes
R105819,Restaurant_5819,Delhi,Thai,1409,4.6,797,1645792,Yes
R105820,Restaurant_5820,Bangalore,Fast Food,322,4.3,2679,93891,No
R105821,Restaurant_5821,Chennai,Japanese,1495,3.2,2492,1414189,Yes
R105822,Restaurant_5822,Bangalore,Thai,520,3.5,4482,914895,Yes
R105823,Restaurant_5823,Hyderabad,Italian,940,4.6,1811,80207,No
R105824,Restaurant_5824,Bangalore,Mexican,898,4.1,4926,753322,Yes
R105825,Restaurant_5825,Hyderabad,Chinese,936,2.9,4424,262472,No
R105826,Restaurant_5826,Delhi,Italian,1469,3.3,2346,1599646,Yes
R105827,Restaurant_5827,Ahmedabad,Japanese,989,4.5,4978,1797317,Yes
R105828,Restaurant_5828,Hyderabad,Italian,549,2.9,1781,1556789,Yes
R105829,Restaurant_5829,Pune,Fast Food,1231,4.2,4048,1324886,Yes
R105830,Restaurant_5830,Mumbai,Thai,697,3.9,3009,939568,Yes
R105831,Restaurant_5831,Mumbai,Fast Food,557,2.9,988,899284,Yes
R105832,Restaurant_5832,Kolkata,North Indian,790,4.2,4669,1457411,Yes
R105833,Restaurant_5833,Mumbai,Continental,213,2.9,4605,1439683,No
R105834,Restaurant_5834,Kolkata,Thai,723,3.5,2214,1167286,No
R105835,Restaurant_5835,Mumbai,Continental,569,3.3,2923,1386033,No
R105836,Restaurant_5836,Hyderabad,Fast Food,295,4.2,1500,680646,Yes
R105837,Restaurant_5837,Pune,Chinese,1445,4.5,1253,329554,Yes
R105838,Restaurant_5838,Ahmedabad,Mexican,166,2.9,1922,1677965,Yes
R105839,Restaurant_5839,Bangalore,Japanese,247,4.5,4541,1906031,No
R105840,Restaurant_5840,Jaipur,Italian,601,2.5,3074,426577,Yes
R105841,Restaurant_5841,Mumbai,Italian,1124,3.8,2105,1722271,Yes
R105842,Restaurant_5842,Ahmedabad,Continental,1047,3.8,2241,789963,Yes
R105843,Restaurant_5843,Ahmedabad,Japanese,1165,4.1,1728,1234592,Yes
R105844,Restaurant_5844,Hyderabad,Thai,1416,3.1,4432,712324,Yes
R105845,Restaurant_5845,Delhi,Mexican,628,2.5,2587,1107163,Yes
R105846,Restaurant_5846,Delhi,Mughlai,350,3.6,1715,1044171,Yes
R105847,Restaurant_5847,Mumbai,Continental,328,2.7,4778,488660,Yes
R105848,Restaurant_5848,Jaipur,Thai,657,4.7,4874,258131,Yes
R105849,Restaurant_5849,Mumbai,Thai,602,2.9,4176,997511,No
R105850,Restaurant_5850,Mumbai,Japanese,419,3.6,3061,630943,Yes
R105851,Restaurant_5851,Kolkata,Japanese,1407,3.6,293,1843233,Yes
R105852,Restaurant_5852,Pune,South Indian,635,3.9,189,1009998,No
R105853,Restaurant_5853,Pune,Italian,727,4.5,2498,222076,No
R105854,Restaurant_5854,Jaipur,Mexican,487,3.7,774,625419,Yes
R105855,Restaurant_5855,Kolkata,North Indian,1010,2.6,1614,1735907,No
R105856,Restaurant_5856,Ahmedabad,Continental,906,4.4,4309,343172,Yes
R105857,Restaurant_5857,Kolkata,Mexican,906,2.7,153,936600,No
R105858,Restaurant_5858,Mumbai,South Indian,733,4.1,4097,961119,Yes
R105859,Restaurant_5859,Delhi,South Indian,1222,4.5,112,1502258,Yes
R105860,Restaurant_5860,Chennai,Mexican,495,3.2,2112,726188,Yes
R105861,Restaurant_5861,Jaipur,Japanese,851,3.6,3919,1059776,Yes
R105862,Restaurant_5862,Ahmedabad,Thai,442,2.5,3615,1019757,Yes
R105863,Restaurant_5863,Hyderabad,Mughlai,1323,4.5,2276,535651,Yes
R105864,Restaurant_5864,Chennai,Mexican,945,4.3,1596,1298617,Yes
R105865,Restaurant_5865,Chennai,Continental,1171,3.1,4872,1259045,No
R105866,Restaurant_5866,Kolkata,North Indian,1433,3.5,4122,1336947,Yes
R105867,Restaurant_5867,Bangalore,Italian,1495,4.2,4883,1313637,No
R105868,Restaurant_5868,Chennai,South Indian,226,3.4,3696,644964,No
R105869,Restaurant_5869,Mumbai,Chinese,1283,2.9,1840,850431,Yes
R105870,Restaurant_5870,Lucknow,Chinese,966,3.8,179,1746234,Yes
R105871,Restaurant_5871,Delhi,Thai,1045,4.3,3065,1177890,Yes
R105872,Restaurant_5872,Delhi,Japanese,800,3.3,976,198935,Yes
R105873,Restaurant_5873,Lucknow,Italian,696,2.8,2030,65108,Yes
R105874,Restaurant_5874,Pune,South Indian,543,4.6,1775,1244998,Yes
R105875,Restaurant_5875,Mumbai,Chinese,1408,3.1,1869,1519303,Yes
R105876,Restaurant_5876,Hyderabad,Chinese,474,3.8,4594,1332268,No
R105877,Restaurant_5877,Chennai,Mughlai,300,4.2,2257,307617,Yes
R105878,Restaurant_5878,Pune,Mexican,1028,3.3,3338,1141548,Yes
R105879,Restaurant_5879,Mumbai,Fast Food,1205,4.1,4833,1660318,Yes
R105880,Restaurant_5880,Kolkata,Italian,421,3.6,2945,563521,No
R105881,Restaurant_5881,Delhi,Fast Food,985,3.9,1806,808572,Yes
R105882,Restaurant_5882,Pune,North Indian,517,4.0,2587,380910,No
R105883,Restaurant_5883,Jaipur,Japanese,1489,4.6,2377,992222,Yes
R105884,Restaurant_5884,Chennai,Mexican,739,4.1,2178,1663868,Yes
R105885,Restaurant_5885,Chennai,North Indian,737,3.2,3246,66834,No
R105886,Restaurant_5886,Hyderabad,Continental,721,2.6,2267,968763,Yes
R105887,Restaurant_5887,Bangalore,South Indian,229,2.5,3703,1304379,Yes
R105888,Restaurant_5888,Jaipur,Fast Food,1345,4.8,3211,1234425,Yes
R105889,Restaurant_5889,Chennai,Thai,407,4.9,2477,1482800,Yes
R105890,Restaurant_5890,Ahmedabad,Continental,428,2.7,4309,1401063,Yes
R105891,Restaurant_5891,Jaipur,Italian,653,3.7,464,145525,Yes
R105892,Restaurant_5892,Chennai,South Indian,707,2.9,4144,1614466,Yes
R105893,Restaurant_5893,Lucknow,Chinese,640,4.9,4300,1912935,Yes
R105894,Restaurant_5894,Jaipur,Fast Food,715,3.1,1885,1772316,Yes
R105895,Restaurant_5895,Mumbai,Mexican,670,3.8,2118,340394,Yes
R105896,Restaurant_5896,Jaipur,Mexican,475,2.9,2920,356592,Yes
R105897,Restaurant_5897,Hyderabad,Continental,1345,3.3,1072,1211362,Yes
R105898,Restaurant_5898,Kolkata,Continental,233,3.2,448,808552,Yes
R105899,Restaurant_5899,Kolkata,Japanese,990,3.7,3027,1318704,No
R105900,Restaurant_5900,Kolkata,Chinese,469,3.5,2969,61224,Yes
R105901,Restaurant_5901,Mumbai,Mughlai,453,3.3,4020,1706278,Yes
R105902,Restaurant_5902,Pune,Fast Food,1445,2.8,178,1451904,Yes
R105903,Restaurant_5903,Kolkata,North Indian,839,3.7,1582,1635168,Yes
R105904,Restaurant_5904,Delhi,Italian,1287,4.6,1100,1291236,Yes
R105905,Restaurant_5905,Mumbai,Fast Food,556,4.3,3002,1624442,Yes
R105906,Restaurant_5906,Pune,Fast Food,1199,4.3,393,1017891,No
R105907,Restaurant_5907,Delhi,Chinese,1410,3.4,1474,1124891,Yes
R105908,Restaurant_5908,Delhi,Fast Food,1483,4.3,653,943943,No
R105909,Restaurant_5909,Delhi,Japanese,833,3.7,1640,1046044,Yes
R105910,Restaurant_5910,Ahmedabad,Fast Food,382,2.9,4878,859809,No
R105911,Restaurant_5911,Hyderabad,Thai,1171,3.5,4301,77541,Yes
R105912,Restaurant_5912,Hyderabad,Thai,698,2.8,2198,1195918,Yes
R105913,Restaurant_5913,Mumbai,South Indian,1438,2.8,797,67943,Yes
R105914,Restaurant_5914,Delhi,Italian,1186,2.6,549,1862000,Yes
R105915,Restaurant_5915,Lucknow,Thai,645,3.2,3406,1761824,No
R105916,Restaurant_5916,Jaipur,Italian,1489,3.3,435,239926,Yes
R105917,Restaurant_5917,Pune,Mexican,767,4.2,4283,1299759,Yes
R105918,Restaurant_5918,Hyderabad,Japanese,997,3.8,4393,709216,Yes
R105919,Restaurant_5919,Kolkata,Chinese,1155,4.6,1785,1321471,No
R105920,Restaurant_5920,Mumbai,Chinese,533,2.9,2607,1037179,Yes
R105921,Restaurant_5921,Pune,Thai,1166,3.2,4872,664040,Yes
R105922,Restaurant_5922,Mumbai,Japanese,791,4.9,1228,1003799,No
R105923,Restaurant_5923,Lucknow,Mexican,465,3.6,929,360782,No
R105924,Restaurant_5924,Ahmedabad,North Indian,405,4.5,1555,259770,Yes
R105925,Restaurant_5925,Ahmedabad,Japanese,590,3.7,1056,302258,No
R105926,Restaurant_5926,Delhi,South Indian,1288,3.7,3707,1890827,No
R105927,Restaurant_5927,Ahmedabad,Chinese,448,2.9,2355,1725036,Yes
R105928,Restaurant_5928,Mumbai,South Indian,1064,4.6,322,1587035,No
R105929,Restaurant_5929,Kolkata,Chinese,1297,2.7,2945,1348787,Yes
R105930,Restaurant_5930,Delhi,Mexican,405,3.3,3145,1048270,No
R105931,Restaurant_5931,Chennai,Fast Food,800,4.2,2922,614360,No
R105932,Restaurant_5932,Pune,Mughlai,196,3.8,1656,161065,Yes
R105933,Restaurant_5933,Lucknow,Japanese,1052,4.7,4740,766373,Yes
R105934,Restaurant_5934,Delhi,Japanese,612,2.6,2497,1751940,No
R105935,Restaurant_5935,Mumbai,Fast Food,1296,4.1,2901,471436,Yes
R105936,Restaurant_5936,Pune,North Indian,180,3.7,1374,1549038,Yes
R105937,Restaurant_5937,Kolkata,Chinese,204,2.9,2107,310084,No
R105938,Restaurant_5938,Bangalore,North Indian,302,4.4,3952,1452992,Yes
R105939,Restaurant_5939,Lucknow,Japanese,605,3.5,3172,1014399,Yes
R105940,Restaurant_5940,Mumbai,Thai,435,3.8,2816,137659,Yes
R105941,Restaurant_5941,Lucknow,Thai,185,4.9,2204,1239341,Yes
R105942,Restaurant_5942,Hyderabad,Continental,967,3.7,4916,1491102,Yes
R105943,Restaurant_5943,Bangalore,Italian,405,4.6,1779,1721982,Yes
R105944,Restaurant_5944,Pune,Thai,327,4.4,4635,1040624,Yes
R105945,Restaurant_5945,Ahmedabad,Thai,1427,4.2,2772,718738,Yes
R105946,Restaurant_5946,Mumbai,Chinese,657,4.7,4620,758577,No
R105947,Restaurant_5947,Lucknow,Continental,170,3.1,4726,720015,Yes
R105948,Restaurant_5948,Pune,Chinese,224,4.6,2944,638409,Yes
R105949,Restaurant_5949,Ahmedabad,Japanese,868,3.4,3413,1437773,Yes
R105950,Restaurant_5950,Kolkata,South Indian,609,4.5,1890,706683,Yes
R105951,Restaurant_5951,Kolkata,North Indian,1351,3.7,2011,402260,Yes
R105952,Restaurant_5952,Lucknow,Japanese,1210,4.6,4474,1147565,No
R105953,Restaurant_5953,Delhi,South Indian,1293,4.7,4912,1323277,Yes
R105954,Restaurant_5954,Hyderabad,Mexican,779,4.0,4651,1697850,No
R105955,Restaurant_5955,Delhi,Mexican,150,3.8,2725,1035074,No
R105956,Restaurant_5956,Hyderabad,Chinese,1085,4.5,1989,72974,Yes
R105957,Restaurant_5957,Mumbai,Mughlai,460,3.2,4623,514718,Yes
R105958,Restaurant_5958,Chennai,Mughlai,1381,2.5,63,1915725,Yes
R105959,Restaurant_5959,Lucknow,South Indian,1327,3.5,4872,441206,Yes
R105960,Restaurant_5960,Jaipur,Thai,911,3.8,3108,492567,Yes
R105961,Restaurant_5961,Lucknow,Chinese,832,3.2,795,1690105,Yes
R105962,Restaurant_5962,Bangalore,South Indian,464,3.5,2060,340661,Yes
R105963,Restaurant_5963,Ahmedabad,Chinese,456,2.8,2663,823979,Yes
R105964,Restaurant_5964,Bangalore,South Indian,768,3.2,4620,1608548,Yes
R105965,Restaurant_5965,Kolkata,Mexican,1270,3.1,2996,962457,Yes
R105966,Restaurant_5966,Hyderabad,Continental,156,3.3,4669,921195,No
R105967,Restaurant_5967,Ahmedabad,Chinese,1185,3.2,3232,1788900,Yes
R105968,Restaurant_5968,Kolkata,Continental,663,3.9,3536,1523819,Yes
R105969,Restaurant_5969,Ahmedabad,Mexican,498,3.1,4556,379813,Yes
R105970,Restaurant_5970,Delhi,Mughlai,1066,4.9,4128,554933,No
R105971,Restaurant_5971,Kolkata,Fast Food,1180,3.8,1957,1101154,Yes
R105972,Restaurant_5972,Delhi,North Indian,649,2.8,4041,826254,Yes
R105973,Restaurant_5973,Delhi,Japanese,624,3.2,1697,1014211,Yes
R105974,Restaurant_5974,Ahmedabad,North Indian,673,4.3,4826,1549827,Yes
R105975,Restaurant_5975,Pune,North Indian,1230,2.5,2713,1001085,Yes
R105976,Restaurant_5976,Bangalore,Japanese,739,4.8,1932,1629415,Yes
R105977,Restaurant_5977,Kolkata,Mexican,382,3.6,378,1001899,Yes
R105978,Restaurant_5978,Jaipur,Mexican,940,3.8,4417,1556476,No
R105979,Restaurant_5979,Pune,Mughlai,1203,5.0,4320,1753628,Yes
R105980,Restaurant_5980,Bangalore,Fast Food,516,3.8,2255,1152344,Yes
R105981,Restaurant_5981,Kolkata,Italian,205,4.9,4767,1593688,No
R105982,Restaurant_5982,Hyderabad,North Indian,159,4.8,1737,1428836,Yes
R105983,Restaurant_5983,Bangalore,Thai,296,4.9,4379,506727,Yes
R105984,Restaurant_5984,Jaipur,North Indian,513,4.5,4286,1416110,Yes
R105985,Restaurant_5985,Lucknow,Italian,402,3.2,2216,1491471,No
R105986,Restaurant_5986,Mumbai,Chinese,1089,3.4,431,1303671,Yes
R105987,Restaurant_5987,Delhi,Mughlai,1426,3.4,3642,1367833,Yes
R105988,Restaurant_5988,Mumbai,Continental,885,4.9,1483,479235,Yes
R105989,Restaurant_5989,Pune,Continental,489,3.4,4194,1016531,Yes
R105990,Restaurant_5990,Lucknow,Italian,773,2.8,3931,395218,Yes
R105991,Restaurant_5991,Delhi,North Indian,854,4.4,3491,1192668,No
R105992,Restaurant_5992,Kolkata,Continental,472,3.4,3454,623972,Yes
R105993,Restaurant_5993,Pune,Italian,1313,4.1,4294,808791,Yes
R105994,Restaurant_5994,Jaipur,Japanese,1010,4.8,2254,575175,Yes
R105995,Restaurant_5995,Ahmedabad,Mexican,244,3.9,2249,1576984,No
R105996,Restaurant_5996,Kolkata,South Indian,702,4.1,3582,1740477,No
R105997,Restaurant_5997,Bangalore,Mexican,939,4.1,4521,724176,Yes
R105998,Restaurant_5998,Ahmedabad,North Indian,1323,4.0,2779,414045,Yes
R105999,Restaurant_5999,Pune,Italian,702,2.9,645,1254043,No
R106000,Restaurant_6000,Bangalore,Chinese,265,3.6,3960,1539443,No
R106001,Restaurant_6001,Jaipur,Continental,781,2.5,3546,1235173,Yes
R106002,Restaurant_6002,Mumbai,Continental,1410,4.1,3169,814276,Yes
R106003,Restaurant_6003,Bangalore,Continental,419,3.9,3850,241651,No
R106004,Restaurant_6004,Mumbai,Italian,1010,3.3,2686,1555836,Yes
R106005,Restaurant_6005,Delhi,Mexican,440,3.8,3120,1424863,No
R106006,Restaurant_6006,Hyderabad,Chinese,158,3.7,2873,146254,Yes
R106007,Restaurant_6007,Chennai,Italian,779,3.1,1542,1578330,Yes
R106008,Restaurant_6008,Kolkata,North Indian,1013,3.2,3366,1058450,Yes
R106009,Restaurant_6009,Chennai,Mughlai,624,4.4,3952,960689,Yes
R106010,Restaurant_6010,Delhi,North Indian,686,4.4,2359,1822952,No
R106011,Restaurant_6011,Bangalore,South Indian,834,3.7,4987,857422,Yes
R106012,Restaurant_6012,Delhi,Mughlai,1184,4.3,4634,1195689,Yes
R106013,Restaurant_6013,Chennai,North Indian,762,3.6,3910,229138,No
R106014,Restaurant_6014,Chennai,Chinese,926,4.6,3263,222243,No
R106015,Restaurant_6015,Kolkata,Fast Food,744,3.3,3346,1156846,Yes
R106016,Restaurant_6016,Ahmedabad,Fast Food,425,4.8,3642,855488,Yes
R106017,Restaurant_6017,Lucknow,Fast Food,519,3.9,1573,381712,Yes
R106018,Restaurant_6018,Delhi,South Indian,494,3.8,3605,1950377,Yes
R106019,Restaurant_6019,Hyderabad,South Indian,517,4.2,4309,500904,Yes
R106020,Restaurant_6020,Lucknow,Fast Food,1484,3.4,1024,1208154,Yes
R106021,Restaurant_6021,Delhi,Japanese,880,4.3,1720,1471647,Yes
R106022,Restaurant_6022,Jaipur,Continental,164,3.3,4279,1865891,Yes
R106023,Restaurant_6023,Pune,Mughlai,907,3.5,4855,1055417,Yes
R106024,Restaurant_6024,Pune,Mughlai,837,4.2,3944,1809091,Yes
R106025,Restaurant_6025,Chennai,Continental,153,3.4,2853,1780213,Yes
R106026,Restaurant_6026,Pune,Mexican,682,3.0,1581,188497,Yes
R106027,Restaurant_6027,Mumbai,Japanese,1135,4.7,3866,1570220,Yes
R106028,Restaurant_6028,Hyderabad,Fast Food,1310,4.8,2262,332374,Yes
R106029,Restaurant_6029,Pune,Continental,983,4.1,4706,1053440,Yes
